,public_date,de_ratio,ptb,debt_assets,inv_turn,at_turn,rect_turn,cash_ratio,pe_inc,gpm,roe,roa,cfm,cash_debt,TICKER,permno,Unnamed: 0,PERMNO,tentativeSICCD,starting_date,end_date,correct_siccd,start_of_month,end_of_month,month_key
141695,2012-09-30,1.742,3.53,0.619,8.203,2.358,85.142,0.111,15.603,0.258,0.233,0.162,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-09-01,2012-09-30,2012-09
141697,2012-10-31,1.742,3.588,0.619,8.203,2.358,85.142,0.111,15.86,0.258,0.233,0.162,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-10-01,2012-10-31,2012-10
141699,2012-11-30,1.742,3.445,0.619,8.203,2.358,85.142,0.111,15.226,0.258,0.233,0.162,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-11-01,2012-11-30,2012-11
141701,2012-12-31,1.713,3.089,0.615,8.157,2.344,82.706,0.113,14.068,0.253,0.235,0.152,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-12-01,2012-12-31,2012-12
141703,2013-01-31,1.713,3.167,0.615,8.157,2.344,82.706,0.113,14.423,0.253,0.235,0.152,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-01-01,2013-01-31,2013-01
141705,2013-02-28,1.713,3.204,0.615,8.157,2.344,82.706,0.113,14.594,0.253,0.235,0.152,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-02-01,2013-02-28,2013-02
141707,2013-03-31,1.583,3.052,0.595,8.14,2.357,73.551,0.108,14.906,0.264,0.217,0.174,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-03-01,2013-03-31,2013-03
141709,2013-04-30,1.583,3.168,0.595,8.14,2.357,73.551,0.108,15.482,0.264,0.217,0.174,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-04-01,2013-04-30,2013-04
141711,2013-05-31,1.583,3.05,0.595,8.14,2.357,73.551,0.108,14.908,0.264,0.217,0.174,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-05-01,2013-05-31,2013-05
141713,2013-06-30,1.699,3.474,0.612,8.022,2.329,78.642,0.114,14.692,0.253,0.231,0.151,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-06-01,2013-06-30,2013-06
141715,2013-07-31,1.699,3.635,0.612,8.022,2.329,78.642,0.114,15.373,0.253,0.231,0.151,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-07-01,2013-07-31,2013-07
141717,2013-08-31,1.699,3.404,0.612,8.022,2.329,78.642,0.114,14.394,0.253,0.231,0.151,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-08-01,2013-08-31,2013-08
141719,2013-09-30,1.702,3.36,0.612,7.912,2.327,77.07,0.116,14.417,0.258,0.231,0.161,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-09-01,2013-09-30,2013-09
141721,2013-10-31,1.702,3.474,0.612,7.912,2.327,77.07,0.116,14.961,0.258,0.231,0.161,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-10-01,2013-10-31,2013-10
141723,2013-11-30,1.702,3.667,0.612,7.912,2.327,77.07,0.116,15.791,0.258,0.231,0.161,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-11-01,2013-11-30,2013-11
141725,2013-12-31,1.715,3.469,0.613,7.794,2.325,75.413,0.117,15.162,0.263,0.232,0.172,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2013-12-01,2013-12-31,2013-12
141727,2014-01-31,1.715,3.293,0.613,7.794,2.325,75.413,0.117,14.389,0.263,0.232,0.172,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-01-01,2014-01-31,2014-01
141729,2014-02-28,1.715,3.293,0.613,7.794,2.325,75.413,0.117,14.393,0.263,0.232,0.172,0.056,0.212,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-02-01,2014-02-28,2014-02
141731,2014-03-31,1.599,3.033,0.595,7.877,2.326,70.548,0.105,15.662,0.264,0.196,0.167,0.054,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-03-01,2014-03-31,2014-03
141733,2014-04-30,1.599,3.161,0.595,7.877,2.326,70.548,0.105,16.334,0.264,0.196,0.167,0.054,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-04-01,2014-04-30,2014-04
141735,2014-05-31,1.599,3.045,0.595,7.877,2.326,70.548,0.105,15.732,0.264,0.196,0.167,0.054,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-05-01,2014-05-31,2014-05
141737,2014-06-30,1.699,3.311,0.611,7.662,2.332,76.426,0.108,15.478,0.267,0.212,0.176,0.053,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-06-01,2014-06-30,2014-06
141739,2014-07-31,1.699,3.245,0.611,7.662,2.332,76.426,0.108,15.171,0.267,0.212,0.176,0.053,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-07-01,2014-07-31,2014-07
141741,2014-08-31,1.699,3.33,0.611,7.662,2.332,76.426,0.108,15.567,0.267,0.212,0.176,0.053,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-08-01,2014-08-31,2014-08
141743,2014-09-30,1.656,3.17,0.606,7.607,2.34,76.494,0.1,15.702,0.267,0.208,0.176,0.052,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-09-01,2014-09-30,2014-09
141745,2014-10-31,1.656,3.161,0.606,7.607,2.34,76.494,0.1,15.661,0.267,0.208,0.176,0.052,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-10-01,2014-10-31,2014-10
141747,2014-11-30,1.656,3.628,0.606,7.607,2.34,76.494,0.1,17.975,0.267,0.208,0.176,0.052,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-11-01,2014-11-30,2014-11
141749,2014-12-31,1.605,3.499,0.6,7.584,2.362,77.376,0.095,17.634,0.267,0.204,0.176,0.052,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2014-12-01,2014-12-31,2014-12
141751,2015-01-31,1.605,3.462,0.6,7.584,2.362,77.376,0.095,17.45,0.267,0.204,0.176,0.052,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-01-01,2015-01-31,2015-01
141753,2015-02-28,1.605,3.42,0.6,7.584,2.362,77.376,0.095,17.234,0.267,0.204,0.176,0.052,0.191,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-02-01,2015-02-28,2015-02
141755,2015-03-31,1.447,3.08,0.578,7.909,2.368,71.872,0.14,16.287,0.264,0.193,0.169,0.054,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-03-01,2015-03-31,2015-03
141757,2015-04-30,1.447,2.925,0.578,7.909,2.368,71.872,0.14,15.455,0.264,0.193,0.169,0.054,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-04-01,2015-04-30,2015-04
141759,2015-05-31,1.447,2.783,0.578,7.909,2.368,71.872,0.14,14.707,0.264,0.193,0.169,0.054,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-05-01,2015-05-31,2015-05
141761,2015-06-30,1.536,2.983,0.592,7.55,2.379,78.221,0.109,14.272,0.268,0.202,0.177,0.053,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-06-01,2015-06-30,2015-06
141763,2015-07-31,1.536,3.027,0.592,7.55,2.379,78.221,0.109,14.483,0.268,0.202,0.177,0.053,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-07-01,2015-07-31,2015-07
141765,2015-08-31,1.536,2.722,0.592,7.55,2.379,78.221,0.109,13.024,0.268,0.202,0.177,0.053,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-08-01,2015-08-31,2015-08
141767,2015-09-30,1.516,2.636,0.59,7.568,2.395,81.082,0.108,13.537,0.268,0.194,0.175,0.052,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-09-01,2015-09-30,2015-09
141769,2015-10-31,1.516,2.327,0.59,7.568,2.395,81.082,0.108,11.95,0.268,0.194,0.175,0.052,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-10-01,2015-10-31,2015-10
141771,2015-11-30,1.516,2.392,0.59,7.568,2.395,81.082,0.108,12.284,0.268,0.194,0.175,0.052,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-11-01,2015-11-30,2015-11
141773,2015-12-31,1.509,2.467,0.591,7.561,2.396,84.628,0.109,13.155,0.269,0.188,0.173,0.051,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2015-12-01,2015-12-31,2015-12
141775,2016-01-31,1.509,2.67,0.591,7.561,2.396,84.628,0.109,14.24,0.269,0.188,0.173,0.051,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-01-01,2016-01-31,2016-01
141777,2016-02-29,1.509,2.669,0.591,7.561,2.396,84.628,0.109,14.236,0.269,0.188,0.173,0.051,0.243,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-02-01,2016-02-29,2016-02
141779,2016-03-31,1.44,2.567,0.581,7.846,2.38,77.401,0.135,14.987,0.268,0.173,0.156,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-03-01,2016-03-31,2016-03
141781,2016-04-30,1.44,2.502,0.581,7.846,2.38,77.401,0.135,14.632,0.268,0.173,0.156,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-04-01,2016-04-30,2016-04
141783,2016-05-31,1.44,2.648,0.581,7.846,2.38,77.401,0.135,15.488,0.268,0.173,0.156,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-05-01,2016-05-31,2016-05
141785,2016-06-30,1.515,3.027,0.593,7.613,2.41,91.612,0.107,16.155,0.273,0.181,0.166,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-06-01,2016-06-30,2016-06
141787,2016-07-31,1.515,3.025,0.593,7.613,2.41,91.612,0.107,16.144,0.273,0.181,0.166,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-07-01,2016-07-31,2016-07
141789,2016-08-31,1.515,2.939,0.593,7.613,2.41,91.612,0.107,15.805,0.273,0.181,0.166,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-08-01,2016-08-31,2016-08
141791,2016-09-30,1.533,2.915,0.597,7.661,2.413,91.629,0.113,15.543,0.274,0.186,0.165,0.052,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-09-01,2016-09-30,2016-09
141793,2016-10-31,1.533,2.83,0.597,7.661,2.413,91.629,0.113,15.091,0.274,0.186,0.165,0.052,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-10-01,2016-10-31,2016-10
141795,2016-11-30,1.533,2.847,0.597,7.661,2.413,91.629,0.113,15.179,0.274,0.186,0.165,0.052,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-11-01,2016-11-30,2016-11
141797,2016-12-31,1.555,2.734,0.6,7.697,2.411,90.354,0.108,15.059,0.276,0.184,0.163,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2016-12-01,2016-12-31,2016-12
141799,2017-01-31,1.555,2.64,0.6,7.697,2.411,90.354,0.108,14.54,0.276,0.184,0.163,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-01-01,2017-01-31,2017-01
141801,2017-02-28,1.555,2.806,0.6,7.697,2.411,90.354,0.108,15.453,0.276,0.184,0.163,0.051,0.236,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-02-01,2017-02-28,2017-02
141803,2017-03-31,1.52,2.662,0.595,8.026,2.42,84.153,0.103,16.457,0.272,0.164,0.149,0.051,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-03-01,2017-03-31,2017-03
141805,2017-04-30,1.52,2.775,0.595,8.026,2.42,84.153,0.103,17.164,0.272,0.164,0.149,0.051,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-04-01,2017-04-30,2017-04
141807,2017-05-31,1.52,2.901,0.595,8.026,2.42,84.153,0.103,17.945,0.272,0.164,0.149,0.051,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-05-01,2017-05-31,2017-05
141809,2017-06-30,1.593,3.096,0.606,7.84,2.425,89.74,0.095,17.161,0.277,0.175,0.164,0.05,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-06-01,2017-06-30,2017-06
141811,2017-07-31,1.593,3.272,0.606,7.84,2.425,89.74,0.095,18.138,0.277,0.175,0.164,0.05,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-07-01,2017-07-31,2017-07
141813,2017-08-31,1.593,3.165,0.606,7.84,2.425,89.74,0.095,17.703,0.277,0.175,0.164,0.05,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-08-01,2017-08-31,2017-08
141815,2017-09-30,1.606,3.056,0.608,7.883,2.427,89.732,0.09,18.784,0.277,0.164,0.164,0.049,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-09-01,2017-09-30,2017-09
141817,2017-10-31,1.606,3.414,0.608,7.883,2.427,89.732,0.09,20.988,0.277,0.164,0.164,0.049,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-10-01,2017-10-31,2017-10
141819,2017-11-30,1.606,3.802,0.608,7.883,2.427,89.732,0.09,23.373,0.277,0.164,0.164,0.049,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-11-01,2017-11-30,2017-11
141821,2017-12-31,1.628,3.842,0.611,7.955,2.444,88.535,0.091,26.263,0.276,0.148,0.164,0.046,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2017-12-01,2017-12-31,2017-12
141823,2018-01-31,1.628,4.147,0.611,7.955,2.444,88.535,0.091,28.351,0.276,0.148,0.164,0.046,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-01-01,2018-01-31,2018-01
141825,2018-02-28,1.628,3.502,0.611,7.955,2.444,88.535,0.091,23.939,0.276,0.148,0.164,0.046,0.267,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-02-01,2018-02-28,2018-02
141827,2018-03-31,1.589,3.226,0.605,8.358,2.463,86.782,0.086,27.125,0.27,0.12,0.145,0.042,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-03-01,2018-03-31,2018-03
141829,2018-04-30,1.589,3.197,0.605,8.358,2.463,86.782,0.086,26.97,0.27,0.12,0.145,0.042,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-04-01,2018-04-30,2018-04
141831,2018-05-31,1.589,2.983,0.605,8.358,2.463,86.782,0.086,25.165,0.27,0.12,0.145,0.042,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-05-01,2018-05-31,2018-05
141833,2018-06-30,1.645,3.345,0.613,8.12,2.463,94.227,0.09,28.645,0.274,0.116,0.159,0.04,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-06-01,2018-06-30,2018-06
141835,2018-07-31,1.645,3.485,0.613,8.12,2.463,94.227,0.09,29.843,0.274,0.116,0.159,0.04,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-07-01,2018-07-31,2018-07
141837,2018-08-31,1.645,3.744,0.613,8.12,2.463,94.227,0.09,32.06,0.274,0.116,0.159,0.04,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-08-01,2018-08-31,2018-08
141839,2018-09-30,1.706,3.864,0.622,8.275,2.474,96.948,0.12,53.971,0.273,0.067,0.159,0.032,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-09-01,2018-09-30,2018-09
141841,2018-10-31,1.706,4.126,0.622,8.275,2.474,96.948,0.12,57.632,0.273,0.067,0.159,0.032,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-10-01,2018-10-31,2018-10
141843,2018-11-30,1.706,3.985,0.622,8.275,2.474,96.948,0.12,56.121,0.273,0.067,0.159,0.032,0.229,WMT,55976,11727,55976,5311,2012-03-01,,5311,2018-11-01,2018-11-30,2018-11
